left_input,right_input,time,delta_time
6.103965,6.103965,1304304733.304868,0.060597
5.738369,5.738369,1304304733.365562,0.060694
5.998026,5.771685,1304304733.416074,0.050511
5.236266,5.550442,1304304733.476707,0.060634
6.405697,5.801386,1304304733.527222,0.050515
5.021985,5.356784,1304304733.587973,0.060751
5.283598,5.508432,1304304733.638409,0.050436
5.430538,5.208883,1304304733.698770,0.060360
5.114804,5.342129,1304304733.759347,0.060578
4.959336,5.072049,1304304733.809772,0.050424
4.844000,4.733909,1304304733.870147,0.060376
5.252721,5.138531,1304304733.920552,0.050405
4.985650,4.874858,1304304733.980947,0.060394
5.134692,5.023068,1304304734.031312,0.050366
4.953244,5.063315,1304304734.091866,0.060553
5.295367,5.091699,1304304734.152230,0.060364
5.079581,5.190007,1304304734.212610,0.060380
5.121381,5.235189,1304304734.263031,0.050421
5.061113,5.286052,1304304734.323556,0.060526
5.171714,5.284143,1304304734.374038,0.050482
5.044155,5.268340,1304304734.434576,0.060537
5.628689,5.444142,1304304734.505131,0.070556
6.411284,5.724361,1304304734.555691,0.050560
5.208035,5.092301,1304304734.606119,0.050428
6.064445,5.502923,1304304734.666718,0.060598
6.164002,5.379493,1304304734.727278,0.060561
6.006462,5.326485,1304304734.777740,0.050461
5.836484,5.387524,1304304734.838455,0.060716
5.539845,5.313729,1304304734.888906,0.050450
5.860816,5.409985,1304304734.919127,0.030221
5.544037,5.072204,1304304734.969529,0.050403
5.281254,5.281254,1304304735.030131,0.060602
5.610719,5.187269,1304304735.090694,0.060563
5.001343,4.903278,1304304735.151464,0.060769
5.515024,4.952267,1304304735.201803,0.050340
5.078592,4.974947,1304304735.262347,0.060543
5.497808,5.039657,1304304735.322962,0.060615
5.137290,5.346975,1304304735.383615,0.060654
5.237183,4.922952,1304304735.444131,0.060516
5.109423,5.228247,1304304735.494725,0.050593
5.147692,5.257217,1304304735.555275,0.060551
4.990206,4.876792,1304304735.605759,0.050484
4.737290,4.636497,1304304735.666247,0.060488
5.101178,5.199278,1304304735.737011,0.070764
5.315852,5.084728,1304304735.787247,0.050236
4.660401,4.776911,1304304735.837677,0.050430
4.854045,4.854045,1304304735.898301,0.060624
4.912870,5.131220,1304304735.958870,0.060569
4.902397,4.809899,1304304736.029474,0.070603
6.043714,5.695038,1304304736.079975,0.050502
4.831933,4.831933,1304304736.130527,0.050552
4.929584,5.041620,1304304736.190856,0.060329
5.052741,5.052741,1304304736.251335,0.060479
4.725893,5.080335,1304304736.301782,0.050447
5.171222,5.171222,1304304736.352316,0.050534
4.505402,4.623965,1304304736.412849,0.060533
5.155594,5.267672,1304304736.463286,0.050437
5.169299,5.059314,1304304736.523805,0.060519
4.459829,4.757151,1304304736.584399,0.060593
5.610327,5.252221,1304304736.634979,0.050580
5.228219,5.114562,1304304736.695495,0.060517
4.919200,5.023864,1304304736.755944,0.060449
5.071963,5.071963,1304304736.816507,0.060563
5.051286,5.163537,1304304736.867007,0.050500
5.270627,5.270627,1304304736.927286,0.060279
4.945864,5.055772,1304304736.987975,0.060689
5.275468,5.050980,1304304737.038342,0.050367
5.332415,5.218959,1304304737.098714,0.060372
5.137669,5.242519,1304304737.159168,0.060453
5.377490,5.377490,1304304737.219645,0.060477
5.507316,5.507316,1304304737.270164,0.050519
5.442177,5.782313,1304304737.330726,0.060563
5.382719,5.502335,1304304737.381299,0.050573
5.606324,5.718451,1304304737.431527,0.050228
5.625081,5.512579,1304304737.491951,0.060423
5.478217,5.701818,1304304737.542316,0.050366
5.826684,5.490530,1304304737.602923,0.060607
5.527577,5.527577,1304304737.663283,0.060360
5.502593,5.390295,1304304737.713910,0.050627
5.384167,5.496337,1304304737.774547,0.060637
5.281908,5.394289,1304304737.825053,0.050506
5.066270,5.186896,1304304737.875499,0.050446
5.429077,5.089760,1304304737.936087,0.060588
5.064172,5.174263,1304304737.996557,0.060470
5.363057,5.134841,1304304738.047009,0.050452
5.180115,5.292726,1304304738.097560,0.050551
5.260200,5.260200,1304304738.157965,0.060405
5.099221,5.210074,1304304738.218461,0.060495
5.158243,5.270379,1304304738.269094,0.050633
5.230507,5.344213,1304304738.329751,0.060657
5.273562,5.273562,1304304738.379989,0.050239
5.267743,5.491902,1304304738.440480,0.060490
5.319794,5.632723,1304304738.500931,0.060451
5.222131,5.789754,1304304738.551424,0.050493
5.368283,5.916067,1304304738.611629,0.060205
5.156986,5.586735,1304304738.671862,0.060234
5.495169,6.324628,1304304738.732283,0.060421
5.277465,6.105302,1304304738.792951,0.060668
5.582726,5.810592,1304304738.843308,0.050357
5.417979,5.756603,1304304738.904068,0.060760
5.279181,5.719112,1304304738.954429,0.050361
5.377509,6.078923,1304304738.984648,0.030219
5.055830,5.736423,1304304739.055174,0.070526
